Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
3182,3182,6260,"fyi, 11 minutes at fulton street and not one downtown a train during a pandemic. fuck off",2020-12-14 22:55:17+00:00,2020-12-14,2020-50,Subway,Negative,The subway was delayed by 11 minutes at Fulton Street during the pandemic.
3183,3183,6261,"and this is why i will not be taking the train anytime soon, and why i have not since march. crime is ridiculous. https: and and t.co and qklneparmc",2020-12-14 22:54:57+00:00,2020-12-14,2020-50,Subway,Negative,The subway has been experiencing crime issues.
3184,3184,6264,train is now operated 32 minutes late,2020-12-14 22:46:59+00:00,2020-12-14,2020-50,Subway,Negative,The train is delayed by 32 minutes.
3185,3185,6265,silently crying on the subway for the first time since my first few weeks in ny and what a rush,2020-12-14 22:46:15+00:00,2020-12-14,2020-50,Subway,Negative,The subway was crowded and overwhelming for the first time.
3186,3186,6267,maybe i would take the subway more if the n and are trains did not have 10+ minute waits,2020-12-14 22:36:14+00:00,2020-12-14,2020-50,Subway,Negative,The wait times for the N and Q trains were too long.
3187,3187,6268,train is now operating 33 minutes late,2020-12-14 22:31:09+00:00,2020-12-14,2020-50,Subway,Negative,The train is running 33 minutes late.
3188,3188,6269,if you have taken the j and 4 and 5 and 6 train at chambers street do not worry about what is in the vaccine https: and and t.co and zp2naqx7sp,2020-12-14 22:30:45+00:00,2020-12-14,2020-50,Subway,Negative,The tweet is about a specific train route and the vaccine.
3189,3189,6271,train is now 31 minutes late,2020-12-14 22:27:48+00:00,2020-12-14,2020-50,Subway,Negative,The train is delayed by 31 minutes.
3190,3190,6272,train is now operating 28 minutes late,2020-12-14 22:26:15+00:00,2020-12-14,2020-50,Subway,Negative,The train is running 28 minutes late.
3191,3191,6273,if a subway car is safe then why are restaurants forced to shutdown their socially distanced indoor dining?,2020-12-14 22:25:41+00:00,2020-12-14,2020-50,Subway,Negative,The subway is considered safe but restaurants are forced to shut down indoor dining.
3192,3192,6274,train is now 27 minutes late,2020-12-14 22:19:59+00:00,2020-12-14,2020-50,Subway,Negative,The train is delayed by 27 minutes.
3193,3193,6275,"um, ron, i do not like depending on the state for a ride, you know like take the bus or train because it is so unreliable. power company under state control sounds like a homer simpson fest. and you guys do control power from plant to customer in some nychas, they have worse service.",2020-12-14 22:18:27+00:00,2020-12-14,2020-50,Bus,Negative,The bus service is unreliable and the state controls it.
3194,3194,6277,train now 20 minutes late,2020-12-14 22:11:33+00:00,2020-12-14,2020-50,Subway,Negative,The train is delayed by 20 minutes.
3195,3195,6280,train is now operating 14 minutes late. no announcements,2020-12-14 22:07:07+00:00,2020-12-14,2020-50,Subway,Negative,The train was delayed by 14 minutes without any announcements.
3196,3196,6281,train is now operating 12 minutes late,2020-12-14 22:04:35+00:00,2020-12-14,2020-50,Subway,Negative,The train is running late.
3197,3197,6282,train the 4:47 arrival to secaucus is 10 minutes late. no announcements,2020-12-14 22:02:01+00:00,2020-12-14,2020-50,Subway,Negative,The train was late and there were no announcements.
3198,3198,6284,"""i take a wrong turn and i am on the wrong path, and the people all watching enjoy a good laugh."" ""...you will never get out of this maze.""",2020-12-14 21:53:28+00:00,2020-12-14,2020-50,Unknown,Negative,The tweet describes a negative experience with a maze.
3199,3199,6286,i have nightmares that i get onto the subway without my mask,2020-12-14 21:38:04+00:00,2020-12-14,2020-50,Subway,Negative,The tweet expresses fear of getting onto the subway without a mask.
3200,3200,6288,this is my office station. renovation was in progress when i last went to my office in march...,2020-12-14 21:30:59+00:00,2020-12-14,2020-50,Unknown,Neutral,Doesn't talk about travel modes
3201,3201,6289,i used to see a lot kids getting off the path on their way to school in the morning.,2020-12-14 21:22:53+00:00,2020-12-14,2020-50,Unknown,Neutral,The tweet is neutral and doesn't talk about travel modes.
3202,3202,6290,"cuomo should just shut this shit down, them mdfkrs on the train like it is 2018",2020-12-14 21:16:22+00:00,2020-12-14,2020-50,Subway,Negative,The subway is experiencing issues similar to 2018.
3203,3203,6292,"is he dense? for me, i will not ride the subway due to the crime. he keeps ignoring the crime levels in this city.",2020-12-14 21:09:12+00:00,2020-12-14,2020-50,Subway,Negative,The subway is not safe due to high crime levels in the city.
3204,3204,6293,ok so in one article they are threatening to shut down the city but in another deblasio is going to take the subway to encourage more new yorkers to take public transit despite the pandemic? cmon now https: and and t.co and l5zrpxti7v,2020-12-14 20:57:20+00:00,2020-12-14,2020-50,Subway,Negative,The subway is being threatened to be shut down while deblasio is encouraging more people to take public transit despite the pandemic.
3205,3205,6295,i am using this time whenever taking the subway to completely manspread without any shame or remorse and it is fantastic!,2020-12-14 20:36:07+00:00,2020-12-14,2020-50,Subway,Negative,The person is using the subway to manspread without shame or remorse.
3206,3206,6297,"on my way to work i saw a girl drop her airpod and it went down the subway grate and it really gave me a ""could be worse"" attitude going in to my day.",2020-12-14 19:59:15+00:00,2020-12-14,2020-50,Subway,Neutral,"The girl dropping her airpod gave the speaker a ""could be worse"" attitude."
3207,3207,6299,. rode the subway to city hall everyday. this is a sickening photo opportunity. and refused to eat indoors when restaurants were open.,2020-12-14 19:28:01+00:00,2020-12-14,2020-50,Subway,Negative,The photo opportunity was sickening and the person refused to eat indoors when restaurants were open.
3208,3208,6300,that is bs! no one including him is not wearing a mask! how old is that photo! he is a liar! i would love to meet up with him on the subway! he is no mayor of mine! who votes for these idiots! all these elections are fraud!,2020-12-14 19:24:04+00:00,2020-12-14,2020-50,Subway,Negative,The tweet contains negative comments about a person and the subway.
3209,3209,6301,"no you troll, it will make people think they can go on the subway without a mask. at the very least, should be accurate so that they retain the shred of credibility they still have",2020-12-14 19:22:50+00:00,2020-12-14,2020-50,Subway,Negative,The tweet is negative because it criticizes the accuracy of the information provided.
3210,3210,6302,how do you feel about the use of a stock photo of him without a mask on the subway?,2020-12-14 19:17:36+00:00,2020-12-14,2020-50,Subway,Negative,The use of a stock photo of him without a mask on the subway is not appropriate.
3211,3211,6306,"they do not train 24 and 7 but it is enough to where it classifies, they even have a whole power system",2020-12-14 17:55:49+00:00,2020-12-14,2020-50,Subway,Positive,The subway operates 24/7 and has a reliable power system.
3212,3212,6310,"pandemic winter subway realness! brooklyn, new york https: and and t.co and zglwyqi5ft",2020-12-14 17:36:48+00:00,2020-12-14,2020-50,Subway,Negative,The tweet is about the realness of the pandemic winter and its impact on the subway in Brooklyn and New York.
3213,3213,6317,did the mayor just maybe kind of put off agreeing on maybe to ride the subway one day to show it is safe? that is progress?,2020-12-14 15:59:28+00:00,2020-12-14,2020-50,Subway,Neutral,"The mayor may have put off agreeing to ride the subway, but it could be seen as progress."
3214,3214,6319,last train to paris was ahead of its time big s and o to the visionary,2020-12-14 14:57:30+00:00,2020-12-14,2020-50,Unknown,Positive,The train was ahead of schedule.
3215,3215,6325,"the mta employee doing the announcements on this train has such a calm &amp; soothing voice. i have no idea what she said but it was pleasant to hear. anyways, they skipped my stop and i am in jersey for some reason.",2020-12-14 14:01:32+00:00,2020-12-14,2020-50,Subway,Negative,The train skipped the person's stop and they ended up in Jersey.
3216,3216,6327,"i was just trying to get to work but ended up having to drag a few people off the train . brooklyn, new york https: and and t.co and s8lp14vopi",2020-12-14 13:25:38+00:00,2020-12-14,2020-50,Subway,Negative,The person had to drag a few people off the train.
3217,3217,6329,think i am being followed in the subway,2020-12-14 12:37:28+00:00,2020-12-14,2020-50,Subway,Negative,The tweet expresses a negative sentiment about being followed in the subway.
3218,3218,6330,to the lady this morning burying her face into a tissue thin scarf while wearing no mask on the train: why? why.,2020-12-14 12:28:19+00:00,2020-12-14,2020-50,Subway,Negative,The lady was not wearing a mask and was burying her face in a tissue.
3219,3219,6332,"i am at mta subway sutphin blvd and archer ave and jfk (e and j and z) in jamaica, ny https: and and t.co and xy6viqds0f",2020-12-14 12:18:53+00:00,2020-12-14,2020-50,Subway,Neutral,The tweet is a location update.
3220,3220,6335,just wondering why other trains get to skip union sq when they are too full but i get on a sardine can l train every day,2020-12-14 12:00:16+00:00,2020-12-14,2020-50,Subway,Negative,The author feels that they are always on a crowded train while other trains get to skip Union Square.
3221,3221,6341,walking to the train about a year ago i was struck by the nighttime beauty of the city i love. there is so much about new york city that i miss right now. i cannot believe i have not even been on a train in 9 months. https: and and t.co and sfbwohahzs,2020-12-14 06:27:56+00:00,2020-12-14,2020-50,Unknown,Positive,The person is expressing their love for the city and their desire to be on a train again.
3222,3222,6343,uber?! get her wet and send her on the 4 train to the bx https: and and t.co and vuyfm89az4,2020-12-14 05:26:23+00:00,2020-12-14,2020-50,Taxi,Negative,The tweet is incoherent and contains a link to a potentially unsafe website.
3223,3223,6344,"just put on mac demarco n it just reminds me of standing in a packed subway station at 9am praying for breath after running up the stairs, chugging my ice water with 1,000 miserable people, spilling coffee all over ourselves, checking timehop n a random nude shows up. i miss you",2020-12-14 05:05:33+00:00,2020-12-14,2020-50,Subway,Negative,The tweet expresses a negative sentiment about a bad experience on the subway.
3224,3224,6347,"they call me and ask me where i am going, i can never answer that new york subway https: and and t.co and r1jobzpqmk",2020-12-14 03:59:53+00:00,2020-12-14,2020-50,Subway,Negative,The subway system is confusing and difficult to navigate.
3225,3225,6349,you can ask any new yorker the best feeling in the world is catching the last express train you did not think you would catch.,2020-12-14 03:40:40+00:00,2020-12-14,2020-50,Subway,Positive,The feeling of catching the last express train is a positive one.
3226,3226,6350,i just want to make sure i am taking the right 5 train!!!,2020-12-14 03:36:05+00:00,2020-12-14,2020-50,Subway,Neutral,The tweet is about ensuring that the person is taking the right subway train.
3227,3227,6351,how does bedford ave not have omny? i actually had to go refill a metrocard to use the subway. absolutely ridiculous .,2020-12-14 03:34:39+00:00,2020-12-14,2020-50,Subway,Negative,"The subway did not have OMNY, which required refilling a metrocard."
3228,3228,6352,i used to have so much anxiety about getting lost on the train when i first moved to ny so i love seeing people help others with directions laugh it be warming my heart,2020-12-14 03:31:16+00:00,2020-12-14,2020-50,Subway,Positive,The tweet talks about how the author used to have anxiety about getting lost on the train but now sees people helping others and it warms their heart.
3229,3229,6353,hey mate i would offer you a spot on the tottenham train just out of pity but we have run out of room. sad state of affairs your club. maybe jump in front of that train. i have heard the last thing you see before you die is white anyway. good lad.,2020-12-14 02:53:25+00:00,2020-12-14,2020-50,Subway,Negative,The tweet is offensive and inappropriate.
3230,3230,6357,"pre covid empty train rides were my jam new york, new york https: and and t.co and vsddhdhzks",2020-12-14 01:46:09+00:00,2020-12-14,2020-50,Subway,Positive,The tweet is about nostalgic memories of empty subway rides before the pandemic.
3231,3231,6358,they have the best turtles!! the last time i ventured via train from brooklyn they were closed,2020-12-14 01:40:51+00:00,2020-12-14,2020-50,Unknown,Negative,The turtles were closed on the last time the person traveled via train from Brooklyn.
3232,3232,6361,queensborough bridge's southern roadway should become a pedestrian path and allow the current path to be used by cyclists and other alternative modes to tansit it will be safer for all and better for the environment,2020-12-14 01:13:59+00:00,2020-12-14,2020-50,Unknown,Positive,The proposal to turn the southern roadway of the Queensborough Bridge into a pedestrian path is a positive change for safety and the environment.
3233,3233,6363,i would cough on the train https: and and t.co and 0oe5frndh3,2020-12-14 00:03:28+00:00,2020-12-14,2020-50,Subway,Negative,The tweet is inappropriate and offensive.
3234,3234,6364,why is the subway seat so warm?...,2020-12-28 23:58:29+00:00,2020-12-28,2020-52,Subway,Negative,The subway seats are too warm.
3235,3235,6365,"i believe access is via the new west end concourse that opened a couple of years ago, which in turn is connected to the rest of the station via the 8th avenue subway mezzanine.",2020-12-28 23:58:20+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is providing information about the location of the new west end concourse and its connection to the rest of the station via the 8th avenue subway mezzanine.
3236,3236,6368,i guess smoking on the subway platform underground is cool totally legit,2020-12-28 23:34:36+00:00,2020-12-28,2020-52,Subway,Negative,Smoking on the subway platform underground is not cool and is not legal.
3237,3237,6370,multiple cars closed again on the 6:12 new haven line from harlem 125th. the ticket collector was not able to answer my question. this time when you report my complaint can i have a ticket number? i am still waiting for my 1st hundred complaints to be addressed.,2020-12-28 23:17:47+00:00,2020-12-28,2020-52,Subway,Negative,The subway service was disrupted and the ticket collector was unable to answer the question. The person is still waiting for their 100th complaint to be addressed.
3238,3238,6373,i would suggest riding the 2 train,2020-12-28 22:33:41+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is suggesting a mode of travel.
3239,3239,6374,the only thing me and my friends have not done is taken a train all together. me and jay went with this opp ass ho but bruh i feel like it will be lit w all us,2020-12-28 22:33:41+00:00,2020-12-28,2020-52,Unknown,Positive,The tweet is about a group of friends who have not yet taken a train together.
3240,3240,6376,it is closed already? i was in the train boss,2020-12-28 22:16:29+00:00,2020-12-28,2020-52,Subway,Negative,The subway was closed before the person arrived.
3241,3241,6378,ed burns in a mets cap getting on the 1 train to go uptown to catch the 7 train for a playoff game in 2000.,2020-12-28 22:04:58+00:00,2020-12-28,2020-52,Subway,Positive,The tweet is about a specific person and their experience on the subway.
3242,3242,6379,"i am at mta subway 14th st and union square (4 and 5 and 6 and l and n and q and are and w) in new york, ny https: and and t.co and ciulccbx3a",2020-12-28 21:55:08+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet contains a list of subway lines and stops.
3243,3243,6383,this train do not seem right.....,2020-12-28 21:40:31+00:00,2020-12-28,2020-52,Subway,Negative,The train seems to be malfunctioning.
3244,3244,6384,"i went to courts. one, very crowded. the other, a long train ride away. i did not get sick. but 2 judges died. march 2020. https: and and t.co and lg8ath4ehe",2020-12-28 21:35:06+00:00,2020-12-28,2020-52,Unknown,Negative,The tweet talks about going to courts and the judges who died.
3245,3245,6388,"glad to be catching up on the paul mescal train, better late than never!!!!",2020-12-28 20:46:45+00:00,2020-12-28,2020-52,Unknown,Positive,The person is happy to be catching up on the Paul Mescal train.
3246,3246,6389,"i am on the m86 bus and six nyc transit enforcement employees just came on to see if everyone paid. in a pandemic when thousands of nycers are out of work the is doing this? i am disgusted, truly a low point for the mta. use your resources to help unhoused people on transit.",2020-12-28 20:41:52+00:00,2020-12-28,2020-52,Bus,Negative,The bus service was disrupted by NYC transit enforcement employees.
3247,3247,6390,"i am at mta subway 86th st (n) in brooklyn, ny https: and and t.co and qmizelc4nt",2020-12-28 20:39:59+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is about a specific subway station.
3248,3248,6391,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and qccppn5jat",2020-12-28 20:18:31+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is about a specific location on the subway.
3249,3249,6392,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and rydarsw7su",2020-12-28 20:04:34+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is about a specific location on the subway in Brooklyn.
3250,3250,6394,"on the subway, at my desk, in the deli as i order lunch. i do not care! i will cry!",2020-12-28 19:59:14+00:00,2020-12-28,2020-52,Subway,Negative,The tweet expresses frustration and disappointment.
3251,3251,6398,i hate taking the train,2020-12-28 18:49:58+00:00,2020-12-28,2020-52,Subway,Negative,The person has a negative sentiment towards taking the subway.
3252,3252,6400,the 18th street stop on the 1 train is truly the most unnecessary station in the city. they should close it on principal.,2020-12-28 18:33:52+00:00,2020-12-28,2020-52,Subway,Negative,The 18th street stop on the 1 train is unnecessary and should be closed.
3253,3253,6405,the cute guy sitting across me that i had envisioned my future with just got off the subway...he will always be the one that got away,2020-12-28 17:41:56+00:00,2020-12-28,2020-52,Subway,Negative,The person the speaker had envisioned their future with got off the subway.
3254,3254,6408,"nothing like a monday morning in nyc, than a mouse running through your legs as you wait for the subway. https: and and t.co and tkvp5rcffq",2020-12-28 16:29:35+00:00,2020-12-28,2020-52,Subway,Negative,The subway was delayed due to a mouse running through the legs of the person waiting for the subway.
3255,3255,6409,i have been searching for my remote control since yesterday.. tired of using my phone ... one mind is telling me i took it out with the trash last night... but that is too wild,2020-12-28 16:22:23+00:00,2020-12-28,2020-52,Unknown,Negative,The person is frustrated about losing their remote control.
3256,3256,6412,"sjp on the c train. she said ""have a good night"" to me and 2 others silently fangirling",2020-12-28 16:08:04+00:00,2020-12-28,2020-52,Subway,Positive,"The train conductor was friendly and said ""have a good night"" to the passengers."
3257,3257,6416,is this there train system !?,2020-12-28 15:28:11+00:00,2020-12-28,2020-52,Subway,Negative,The tweet is expressing frustration with the train system.
3258,3258,6417,"i commuted to work, 2 hours on the train one way, until i did not any longer. https: and and t.co and zycgc3uvpg",2020-12-28 15:22:18+00:00,2020-12-28,2020-52,Subway,Negative,The commute was long and time-consuming.
3259,3259,6419,crying on the subway train rocks.,2020-12-28 14:58:02+00:00,2020-12-28,2020-52,Subway,Negative,The person is crying on the subway train.
3260,3260,6421,i saw they put spikes up on some of the fixtures in journal square (a train station to get in and out of manhattan and i was pissed.),2020-12-28 14:24:09+00:00,2020-12-28,2020-52,Subway,Negative,The spikes on fixtures in Journal Square were seen as a negative change.
3261,3261,6425,"what if they are not just laying, there? what if they are out in public spaces, living in subway cars, asleep in front of churches &amp; other buildings? are we individually responsible for them? we see them every day on way to work! or should we be electing leaders who will help them? https: and and t.co and dr9wz5w8nk",2020-12-28 13:39:10+00:00,2020-12-28,2020-52,Subway,Negative,"The tweet expresses frustration and concern about homelessness in public spaces, including subway cars."
3262,3262,6427,is the e and m train running?,2020-12-28 12:40:32+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is asking about the status of the E and M subway lines.
3263,3263,6429,train is now 30 minutes late,2020-12-28 12:32:07+00:00,2020-12-28,2020-52,Subway,Negative,The train is now 30 minutes late.
3264,3264,6430,like a true commuter my starbucks order is submitted from one train stop before. so when i get to my stop and walk out my order is ready. follow me for professional tips. https: and and t.co and 16qyvmk6ng,2020-12-28 12:23:02+00:00,2020-12-28,2020-52,Subway,Positive,The tweet is about a commuter who uses Starbucks and is able to have their order ready when they arrive at their stop.
3265,3265,6431,train is sitting at hawthorne for more than 5 minutes. train is not moving,2020-12-28 12:02:09+00:00,2020-12-28,2020-52,Subway,Negative,The train was delayed for more than 5 minutes and not moving.
3266,3266,6432,train the 7:01 arrival to secaucus is operating 7 minutes late and is now making local stops? no announcements,2020-12-28 11:53:47+00:00,2020-12-28,2020-52,Subway,Negative,The train was delayed and making local stops without any announcements.
3267,3267,6433,"yes. in brooklyn, when i was a teenager, i returned from manhattan on the subway around 4 in the morning, saw the milk truck in front of my house, and asked for a quart of chocolate milk. the milkman, it turned out, could not hear or speak. https: and and t.co and vjk7wqz3iq",2020-12-28 11:52:08+00:00,2020-12-28,2020-52,Subway,Positive,"The milkman was unable to hear or speak, but still managed to deliver milk to the person's house."
3268,3268,6436,so when your train is 30 40 minutes late with no alert our ride is free correct!?,2020-12-28 10:31:04+00:00,2020-12-28,2020-52,Subway,Negative,"The train was delayed and there was no alert, but the ride was free."
3269,3269,6438,what 125 lexington ave crackheads see in the subway https: and and t.co and lcow5r4yxe,2020-12-28 04:46:18+00:00,2020-12-28,2020-52,Subway,Negative,The tweet is about crackheads in the subway.
3270,3270,6439,i worked many years in ny. racing to catch the subway and metro north certainly does not lend time to celeb spotting.,2020-12-28 04:08:15+00:00,2020-12-28,2020-52,Subway,Negative,The subway and Metro North are not conducive to celebrity spotting.
3271,3271,6441,"""the words of the prophets are written on the subway walls and tenement halls and whispered in the sounds of silence"" https: and and t.co and qqpembt1vy",2020-12-28 03:28:25+00:00,2020-12-28,2020-52,Subway,Positive,The tweet is a quote from a poem about the subway and its role in the city.
3272,3272,6445,"i am at mta subway vernon blvd and jackson ave (7) in new york, ny https: and and t.co and 0yp2jkc4ah",2020-12-28 02:49:33+00:00,2020-12-28,2020-52,Subway,Neutral,The tweet is just sharing a location.
3273,3273,6447,chatted with mariska hargitay as we awaited the a train. very nice woman.,2020-12-28 02:14:32+00:00,2020-12-28,2020-52,Subway,Positive,The person had a positive experience chatting with Mariska Hargitay on the subway.
3274,3274,6449,"oculus wtc subway station, nyc clean and spacious. https: and and t.co and g776pn5a35 https: and and t.co and la24s42qz8",2020-12-28 02:08:40+00:00,2020-12-28,2020-52,Subway,Positive,The Oculus WTC subway station in NYC is clean and spacious.
3275,3275,6450,"the only reply of the mta guy was. where is your boyfriend? haha. flirting during such a crisis..well, they did save him. only in nyc.",2020-12-28 02:08:33+00:00,2020-12-28,2020-52,Unknown,Negative,The MTA representative was flirting with the person during a crisis.
3276,3276,6451,i literally went over to the mta guy and made small talk due to the hostility and no pushing please... local nyers inched him back on the platform and he just laid there i am still in a state of she will shock i do not have an appetite!,2020-12-28 02:01:38+00:00,2020-12-28,2020-52,Subway,Negative,The MTA guy was hostile and pushed the person on the platform.
3277,3277,6452,"also, i witnessed a sucidial save yesterday at the metro. i am still bummed out from it. the guy literally was going to slid on the train tracks. i was like ah, mta angels..please come help. my guardian angel was definitely chilling with me.",2020-12-28 02:01:25+00:00,2020-12-28,2020-52,Subway,Positive,The witness saw a suicide attempt on the subway and was able to prevent it.
3278,3278,6453,please protect innocent subway riders sir. is not that more to the point than gauzy pictures of central park? https: and and t.co and bcdr6qx9xk,2020-12-28 01:59:08+00:00,2020-12-28,2020-52,Subway,Negative,The tweet is critical of the subway system and its perceived lack of safety.
3279,3279,6454,i am supposed to be at the train station but i am partying,2020-12-28 01:45:05+00:00,2020-12-28,2020-52,Unknown,,
3280,3280,6457,you got to be different to sit on a train with no mask on .... that is just a different type of dirty,2020-12-28 01:16:50+00:00,2020-12-28,2020-52,Subway,Negative,The person is expressing their negative sentiment towards someone who is not wearing a mask on a train.
3281,3281,6458,do care about essential workers or subway commuters. they do not protect the subways. i ride every day. multiple times. never see uniformed police. never. they close the subway 0100 0500. how are shift workers to get to work? they. do not. care.,2020-12-28 01:15:17+00:00,2020-12-28,2020-52,Subway,Negative,The subway is not safe for commuters and essential workers.
3282,3282,6459,i stepped on a whole ass man today when i got off the train in union. like why are you sleeping directly on the subway platform ??,2020-12-28 01:11:20+00:00,2020-12-28,2020-52,Subway,Negative,The person was sleeping on the subway platform and got stepped on.
3283,3283,6460,i still get lost in the train,2020-12-28 00:34:08+00:00,2020-12-28,2020-52,Subway,Negative,The person is still getting lost on the subway.
3284,3284,6461,get this. it is 2020. in my nyc subway station. two ticket machines. machine 1: out of service machine 2: coins only help.,2020-02-05 23:58:25+00:00,2020-02-05,2020-05,Subway,Negative,The subway station had outdated ticket machines that only accepted coins.
3285,3285,6462,the cutest boy on the train struck a conversation with me and i literally look like a hot dumpster fire today why did this happen https: and and t.co and xwvoud7yxg,2020-02-05 23:56:31+00:00,2020-02-05,2020-05,Subway,Negative,The person on the train made the speaker feel unattractive.
3286,3286,6463,"i know there is not much to do now, but this guy was out nowhere yelling at me on the brighton beach bound b train &amp; he told me he wanted to kill me. i hope that we can have more police patrolling during rush hours. https: and and t.co and uxvpg0wpjm",2020-02-05 23:52:00+00:00,2020-02-05,2020-05,Subway,Negative,The person on the train was threatening and the author hopes for more police presence during rush hours.
3287,3287,6466,i dropped my favorite clip underneath a subway chair and without thinking i angry down to grab it this old man sees the whole thing happen and walks over to hand me hand sanitizer my guardian angel,2020-02-05 23:47:44+00:00,2020-02-05,2020-05,Subway,Positive,The old man handed the person hand sanitizer after they dropped their clip.
3288,3288,6468,"they were located on a quiet tree lined residential street, by the corner of a busy avenue, near a subway station. there was constant foot traffic in the general vicinity, but no crush past their door. it seemed the perfect setup. our milkerie opened! and then....",2020-02-05 23:42:04+00:00,2020-02-05,2020-05,Unknown,Negative,"The location was perfect, but the business failed."
3289,3289,6470,literally what secrets lie within the chambers st and brooklyn bridge subway station i need to know,2020-02-05 23:24:24+00:00,2020-02-05,2020-05,Subway,Neutral,The tweet is asking about secrets within the subway station.
3290,3290,6472,guy on the train next to me is wearing the same cologne as the guy i just hooked up with,2020-02-05 23:21:13+00:00,2020-02-05,2020-05,Subway,Negative,"The guy on the train smelled like the guy the speaker hooked up with, which was uncomfortable."
3291,3291,6473,i always feel like i am part of a migration when i am schlepping my way up astoria blvd with everyone else from the train,2020-02-05 23:19:58+00:00,2020-02-05,2020-05,Subway,Negative,The experience of schlepping up Astoria Blvd with everyone else from the train is negative.
3292,3292,6475,i wish i was there....at 5:30 nothing at times square...but they did reroute our train....,2020-02-05 23:17:08+00:00,2020-02-05,2020-05,Subway,Negative,The subway was delayed and the train was rerouted.
3293,3293,6476,"if she are not buy shit, kick her out. customer only foh. go cry in the train bih https: and and t.co and a8hzucomxz",2020-02-05 23:17:03+00:00,2020-02-05,2020-05,Subway,Negative,The tweet contains offensive language and hate speech.
3294,3294,6477,my hatred for the cannot compare to anything else on god. one line because every other train to run like shit. this is like the 5th fucking packed ass 4 and 5 train,2020-02-05 23:15:36+00:00,2020-02-05,2020-05,Subway,Negative,The subway was packed and running poorly.
3295,3295,6478,"best part, the next train that came to astoria ditmars immediately went express back to queensboro. wtf. people live here mta. this is not a switching yard.",2020-02-05 23:12:17+00:00,2020-02-05,2020-05,Subway,Negative,"The subway train in Astoria went express back to Queensboro, which is not a switching yard."
3296,3296,6479,wished a coworker gnite got on same elevator. another gnite exiting the building. same direction to subway. waited for her to go uptown so i can go down. waiting for the next uptown one station later.,2020-02-05 23:08:50+00:00,2020-02-05,2020-05,Subway,Negative,"The coworker got on the same elevator going in the opposite direction, causing the person to wait for the next uptown train."
3297,3297,6480,tweeted this last year but it is happening again. if you send trains express to astoria ditmars (nw) can you please open the train doors on the manhattan track side so we can easily switch instead of making people with disabilities walk down and back up staircases.,2020-02-05 23:03:44+00:00,2020-02-05,2020-05,Subway,Negative,The subway system is not accessible for people with disabilities.
3298,3298,6482,i fucking hate mta!!!,2020-02-05 22:54:25+00:00,2020-02-05,2020-05,Subway,Negative,The tweet expresses a strong negative sentiment towards the MTA.
3299,3299,6486,sometimes i fantasize about potential life altering scenarios like winning the lottery or getting on an subway train with no delays.,2020-02-05 22:48:15+00:00,2020-02-05,2020-05,Subway,Positive,The tweet expresses a positive sentiment about potential life-altering scenarios.
3300,3300,6487,caught on the 7 train with some white guy yelling about women and how some woman police killed someone. yelling in everyone is personal space. now he is yelling about a man cop. https: and and t.co and wb4lf381kz,2020-02-05 22:46:37+00:00,2020-02-05,2020-05,Subway,Negative,The tweet describes a negative experience on the subway involving a man yelling about women and police.
3301,3301,6488,"man spreading on the train needs to stop. seriously, be a good human and provide some space. https: and and t.co and 6tbxy9v29s",2020-02-05 22:46:35+00:00,2020-02-05,2020-05,Subway,Negative,The tweet is about a person spreading on the subway and taking up too much space.
3302,3302,6489,now i hate waiting just as much as the next person but seeing elderly people wait 40 minutes for a bus is sickening. definitely sucks at times,2020-02-05 22:46:10+00:00,2020-02-05,2020-05,Bus,Negative,The long wait times for buses for elderly people is disheartening.
3303,3303,6490,the subway is so ghetto during rush our. literally a nightmare disgusted,2020-02-05 22:44:26+00:00,2020-02-05,2020-05,Subway,Negative,The subway was crowded and unpleasant during rush hour.
3304,3304,6491,i would like to know why some men on the train think it is ok to man spread their legs with their bag in between them taking up some of my seat leaving me to basically hang in the isle like stay on your side of the seat,2020-02-05 22:31:44+00:00,2020-02-05,2020-05,Subway,Negative,"The man spread his legs and took up some of the seat, making it uncomfortable for the person standing in the aisle."
3305,3305,6492,only a real new york would get mad about a sick person in the train. you knew you were sick and still got on,2020-02-05 22:31:41+00:00,2020-02-05,2020-05,Subway,Negative,The person got on the train despite being sick.
3306,3306,6494,i was invited to a party tonight and it is so farrrr i am debating if should 1) take an the best (during rush hour) 2) take the train and prob get lost or 3) take my ass home.,2020-02-05 22:23:42+00:00,2020-02-05,2020-05,Car,Negative,The distance to the party is too far and the options for transportation are not ideal.
3307,3307,6495,when you get out the subway swipe someone in,2020-02-05 22:16:49+00:00,2020-02-05,2020-05,Subway,Negative,The tweet is about someone swiping someone else in the subway.
