GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
2108,"crazy thing about covid in the us is that many people will not admit that our covid restrictions did not work &amp; want to do them again versus delta! even after mass vaccinations! they are either choosing ego and politics over humanity, or they are brainwashed. awful watching this train wreck.",Unknown,Negative,The tweet expresses a negative sentiment towards the way some people are reacting to the COVID-19 pandemic in the US.,mistral
2108,"crazy thing about covid in the us is that many people will not admit that our covid restrictions did not work &amp; want to do them again versus delta! even after mass vaccinations! they are either choosing ego and politics over humanity, or they are brainwashed. awful watching this train wreck.",Unknown,Negative,People are choosing ego and politics over humanity.,openai
2109,how are you going to not wear a mask on the subway but then also lean into peoples personal space to look at the map behind them? are you that incapable of being a decent human?,Subway,Negative,The tweet expresses frustration towards someone who is inconsiderate of personal space on the subway.,llama2
2109,how are you going to not wear a mask on the subway but then also lean into peoples personal space to look at the map behind them? are you that incapable of being a decent human?,Subway,Negative,The person is not wearing a mask and is leaning into someone else's personal space to look at a map.,mistral
2109,how are you going to not wear a mask on the subway but then also lean into peoples personal space to look at the map behind them? are you that incapable of being a decent human?,Subway,Negative,Criticizing someone for not wearing a mask and invading personal space.,openai
2110,if you are a law abiding citizen please do not hang out with me because i am a rebel. we will get stooooopid little citations for doubling up when we swipe into the subway.,Subway,Neutral,"The tweet mentions getting citations for subway swipes, indicating a neutral sentiment.",llama2
2110,if you are a law abiding citizen please do not hang out with me because i am a rebel. we will get stooooopid little citations for doubling up when we swipe into the subway.,Subway,Negative,The tweet is negative because the person is being scolded for hanging out with someone who is a rebel and getting citations for it.,mistral
2110,if you are a law abiding citizen please do not hang out with me because i am a rebel. we will get stooooopid little citations for doubling up when we swipe into the subway.,Subway,Negative,The speaker is warning against taking the subway due to potential fines.,openai
2111,i feel you hard. i really hate the police cruiser in the brooklyn bridge path at tillary.,Unknown,Negative,The tweet expresses frustration with a police cruiser blocking a path in Brooklyn.,llama2
2111,i feel you hard. i really hate the police cruiser in the brooklyn bridge path at tillary.,Unknown,Negative,The tweet expresses anger towards the police presence on the Brooklyn Bridge path.,mistral
2111,i feel you hard. i really hate the police cruiser in the brooklyn bridge path at tillary.,Unknown,Negative,Feels negatively about police cruiser in Brooklyn Bridge path.,openai
2112,subway air conditioner be bussin',Subway,Positive,The tweet is a humorous observation about the subway's air conditioning.,llama2
2112,subway air conditioner be bussin',Subway,Positive,The subway air conditioning was working well.,mistral
2112,subway air conditioner be bussin',Subway,Negative,The air conditioner on the subway is not working.,openai
2113,i think i just saw step off the m train and i am mad i did not say hi..,Subway,Negative,The speaker regrets not saying hi to someone they saw getting off the train.,llama2
2113,i think i just saw step off the m train and i am mad i did not say hi..,Subway,Negative,The person missed an opportunity to say hi to someone on the subway.,mistral
2113,i think i just saw step off the m train and i am mad i did not say hi..,Subway,Negative,Saw someone they wanted to say hi to but didn't.,openai
2114,"on the hottest day of the year, you can bet your bottom dollar that every train you enter will have broken ac.",Subway,Negative,The AC on the subway was broken during the hottest day of the year.,llama2
2114,"on the hottest day of the year, you can bet your bottom dollar that every train you enter will have broken ac.",Subway,Negative,The subway trains had broken air conditioning on the hottest day of the year.,mistral
2114,"on the hottest day of the year, you can bet your bottom dollar that every train you enter will have broken ac.",Subway,Negative,The air conditioning was broken on the hottest day of the year.,openai
2115,the platform and crowds continue to build as the wait times for the 2 train towards 241st street is despicable. 15 20 minute wait times have become the normal at all times of the day. what has happened to this company? https: and and t.co and l76bago5rz,Subway,Negative,"The wait times for the 2 train have become unacceptably long, indicating a failure on the part of the company to manage crowds and platform capacity.",llama2
2115,the platform and crowds continue to build as the wait times for the 2 train towards 241st street is despicable. 15 20 minute wait times have become the normal at all times of the day. what has happened to this company? https: and and t.co and l76bago5rz,Subway,Negative,The wait times for the 2 train towards 241st street were consistently long and frustrating.,mistral
2115,the platform and crowds continue to build as the wait times for the 2 train towards 241st street is despicable. 15 20 minute wait times have become the normal at all times of the day. what has happened to this company? https: and and t.co and l76bago5rz,Subway,Negative,The wait times for the 2 train are long and unacceptable.,openai
2116,not subway,Unknown,Neutral,"The tweet doesn't mention any mode of travel, so the sentiment is neutral.",llama2
2116,not subway,Bus,Positive,The bus service was well maintained throughout the summer.,mistral
2116,not subway,Unknown,Neutral,No mention of travel mode.,openai
2117,"indeed, at hotel there are the common spaces and the train is long, you cannot trust the passengers to keep their masks on. however, if you are vaccinated and you keep your mask up.... there is no absolute rules and it all depends on your risk acceptance level.",Unknown,Neutral,"The tweet mentions the risk acceptance level of passengers regarding mask-wearing, indicating a neutral sentiment.",llama2
2117,"indeed, at hotel there are the common spaces and the train is long, you cannot trust the passengers to keep their masks on. however, if you are vaccinated and you keep your mask up.... there is no absolute rules and it all depends on your risk acceptance level.",Unknown,Neutral,The tweet is neutral and does not express a specific sentiment.,mistral
2117,"indeed, at hotel there are the common spaces and the train is long, you cannot trust the passengers to keep their masks on. however, if you are vaccinated and you keep your mask up.... there is no absolute rules and it all depends on your risk acceptance level.",Unknown,,,openai
2118,the homeless community in nyc is wild aff . one was screaming at himself in the subway and then another one told me to stop it when i walked by him in the park,Subway,Negative,"The tweet mentions an agitated homeless person in the subway and another one harassing a passerby in a park, indicating a negative sentiment.",llama2
2118,the homeless community in nyc is wild aff . one was screaming at himself in the subway and then another one told me to stop it when i walked by him in the park,Subway,Negative,The tweet describes a negative experience with the homeless community in NYC.,mistral
2118,the homeless community in nyc is wild aff . one was screaming at himself in the subway and then another one told me to stop it when i walked by him in the park,Subway,Negative,Homeless people were causing disruption in the subway and park.,openai
2119,"i am at mta bus si ferry &amp; ramp d (s40 and s42 and s44 and s52 and s90 and s94) in staten island, ny https: and and t.co and 3lcormnntv",Bus,Neutral,"The tweet is mentioning different bus routes in Staten Island, indicating a neutral sentiment.",llama2
2119,"i am at mta bus si ferry &amp; ramp d (s40 and s42 and s44 and s52 and s90 and s94) in staten island, ny https: and and t.co and 3lcormnntv",Bus,Neutral,The tweet is about a specific bus route in Staten Island.,mistral
2119,"i am at mta bus si ferry &amp; ramp d (s40 and s42 and s44 and s52 and s90 and s94) in staten island, ny https: and and t.co and 3lcormnntv",Bus,Neutral,Tweet is about being at a bus stop.,openai
2120,"if mta station agents do not help with cash transactions, help with metrocard issues and helps illegal swipe sellers to work the stations, what are they there for?? i swiped uptown because thought i had go up to go downtown like i have done past 2 weeks...but she would not even listen",Subway,Negative,"The Twitter user is unhappy with the MTA station agents, who they feel are not doing their job properly.",llama2
2120,"if mta station agents do not help with cash transactions, help with metrocard issues and helps illegal swipe sellers to work the stations, what are they there for?? i swiped uptown because thought i had go up to go downtown like i have done past 2 weeks...but she would not even listen",Subway,Negative,The subway station agent was unhelpful and did not assist with cash transactions or metrocard issues.,mistral
2120,"if mta station agents do not help with cash transactions, help with metrocard issues and helps illegal swipe sellers to work the stations, what are they there for?? i swiped uptown because thought i had go up to go downtown like i have done past 2 weeks...but she would not even listen",Subway,Negative,MTA station agents were unhelpful and unresponsive.,openai
2121,"hey i tried talking to this rude you helpful employee about my unlimited metrocard and she directed me to the ""no cash in booth"" sign while giving sad face. so i bought a single ride and snap photo of her...then she snapped photo of me. https: and and t.co and i0ahlnsghv",Subway,Negative,The employee was rude and unhelpful.,llama2
2121,"hey i tried talking to this rude you helpful employee about my unlimited metrocard and she directed me to the ""no cash in booth"" sign while giving sad face. so i bought a single ride and snap photo of her...then she snapped photo of me. https: and and t.co and i0ahlnsghv",Subway,Negative,The employee was rude and unhelpful.,mistral
2121,"hey i tried talking to this rude you helpful employee about my unlimited metrocard and she directed me to the ""no cash in booth"" sign while giving sad face. so i bought a single ride and snap photo of her...then she snapped photo of me. https: and and t.co and i0ahlnsghv",Subway,Negative,The employee was rude and unhelpful.,openai
2122,"seen a female on the train with red white and blue toes and stars on her big toe, which is very much giving ""i are not get my toes done since 4th of july weekend""",Subway,Positive,The tweet finds the person's toes design amusing and entertaining.,llama2
2122,"seen a female on the train with red white and blue toes and stars on her big toe, which is very much giving ""i are not get my toes done since 4th of july weekend""",Subway,Negative,The person's appearance suggests they haven't had their toes painted since the 4th of July weekend.,mistral
2122,"seen a female on the train with red white and blue toes and stars on her big toe, which is very much giving ""i are not get my toes done since 4th of july weekend""",Unknown,,,openai
2123,"i know it is been debated whether is ""on its way back"" or not, but judging by the guy laying down on the subway seats, pants unzipped, tickling his exposed john piece, it is safe to say we are on our way!",Subway,Negative,The tweet describes an inappropriate and disruptive behavior on the subway.,llama2
2123,"i know it is been debated whether is ""on its way back"" or not, but judging by the guy laying down on the subway seats, pants unzipped, tickling his exposed john piece, it is safe to say we are on our way!",Subway,Negative,The tweet describes a negative behavior on the subway.,mistral
2123,"i know it is been debated whether is ""on its way back"" or not, but judging by the guy laying down on the subway seats, pants unzipped, tickling his exposed john piece, it is safe to say we are on our way!",Subway,Negative,The subway is in a state of disarray due to a person behaving inappropriately.,openai
2124,"i am at mta subway whitehall st (r and w) in new york, ny https: and and t.co and zwzzd191tr",Subway,Neutral,The tweet simply states the location of the writer in the MTA subway system.,llama2
2124,"i am at mta subway whitehall st (r and w) in new york, ny https: and and t.co and zwzzd191tr",Subway,Neutral,The tweet is just a location tag.,mistral
2124,"i am at mta subway whitehall st (r and w) in new york, ny https: and and t.co and zwzzd191tr",Subway,Neutral,Mentioned being at a subway station.,openai
2125,"well it is finally happen, i am on the train with the sick passenger that is causing a delay on the 2 and 3",Subway,Negative,"The tweet mentions being on a train with a sick passenger causing a delay, implying an unpleasant experience.",llama2
2125,"well it is finally happen, i am on the train with the sick passenger that is causing a delay on the 2 and 3",Subway,Negative,The sick passenger is causing a delay on the 2 and 3.,mistral
2125,"well it is finally happen, i am on the train with the sick passenger that is causing a delay on the 2 and 3",Subway,Negative,Train is delayed due to a sick passenger.,openai
2126,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and pa7gn1wjxc",Subway,Positive,The tweet mentions the location of the MTA subway station and uses positive language to express excitement.,llama2
2126,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and pa7gn1wjxc",Subway,Neutral,The tweet is about a specific location on the subway in Brooklyn.,mistral
2126,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and pa7gn1wjxc",Subway,Neutral,Mentioned being at a subway station.,openai
2127,they finally boutta put a train stop in southside,Subway,Positive,The addition of a new subway stop is a positive development for the community.,llama2
2127,they finally boutta put a train stop in southside,Subway,Positive,The subway is finally getting a new train stop in the southside.,mistral
2127,they finally boutta put a train stop in southside,Subway,Positive,Excited about the new train stop in Southside.,openai
2128,"i never understood why when a person is sick they would get on the train , brother stay tf home !",Subway,Negative,"The tweet expresses frustration towards people who get on the subway when they are sick, implying that it is not a safe or responsible decision.",llama2
2128,"i never understood why when a person is sick they would get on the train , brother stay tf home !",Subway,Negative,The person is sick and should stay home.,mistral
2128,"i never understood why when a person is sick they would get on the train , brother stay tf home !",Unknown,,,openai
2129,i can not stand the mta on a serious note,Unknown,,,llama2
2129,i can not stand the mta on a serious note,Subway,Negative,The tweet expresses a negative sentiment towards the MTA.,mistral
2129,i can not stand the mta on a serious note,Unknown,,,openai
2130,nyc subway rider not wearing a mask raps elbow around the poll to avoid germs.,Subway,Positive,The subway rider found an innovative way to avoid germs.,llama2
2130,nyc subway rider not wearing a mask raps elbow around the poll to avoid germs.,Subway,Negative,The tweet describes a negative behavior of a subway rider not wearing a mask.,mistral
2130,nyc subway rider not wearing a mask raps elbow around the poll to avoid germs.,Subway,Neutral,Subway rider taking precautions to avoid germs.,openai
2131,"on way to the office busy morning! ( mta subway prince st (r and w) in new york, ny) https: and and t.co and yl3du28xcz",Subway,Positive,"The tweet mentions the MTA subway and the location in New York, indicating a positive sentiment.",llama2
2131,"on way to the office busy morning! ( mta subway prince st (r and w) in new york, ny) https: and and t.co and yl3du28xcz",Subway,Neutral,The tweet is about the subway service on Prince Street in New York City.,mistral
2131,"on way to the office busy morning! ( mta subway prince st (r and w) in new york, ny) https: and and t.co and yl3du28xcz",Subway,Neutral,On the way to the office via the MTA subway.,openai
2132,"i am at mta subway 23rd st (f and m) in new york, ny https: and and t.co and vej6tj52nx",Subway,Neutral,The tweet mentions the location of a subway station in New York City.,llama2
2132,"i am at mta subway 23rd st (f and m) in new york, ny https: and and t.co and vej6tj52nx",Subway,Neutral,The tweet is just sharing a location.,mistral
2132,"i am at mta subway 23rd st (f and m) in new york, ny https: and and t.co and vej6tj52nx",Subway,Neutral,Mentioned being at a subway station.,openai
2133,m60 protected bus lane or n train extension.,Subway,Positive,"The tweet is discussing the extension of a train line or the creation of a protected bus lane, both of which are positive developments for public transportation.",llama2
2133,m60 protected bus lane or n train extension.,Bus,Positive,The m60 protected bus lane and n train extension are positive developments for public transportation.,mistral
2133,m60 protected bus lane or n train extension.,Bus,Neutral,Mention of bus lane and N train extension.,openai
2134,manspreading on the train to remind people that i am gay,Subway,Positive,The tweet expresses pride in being gay and using public transportation.,llama2
2134,manspreading on the train to remind people that i am gay,Subway,Negative,The tweet is inappropriate and offensive.,mistral
2134,manspreading on the train to remind people that i am gay,Subway,Neutral,Tweet does not express sentiment about travel.,openai
2135,"selfishly, it has helped me snag a transfer many times when i otherwise would have missed the departing train. but yeah, not a great set up.",Subway,Neutral,The tweet mentions a positive aspect of the subway system (being able to snag a transfer) but also acknowledges a negative aspect (the set up not being great).,llama2
2135,"selfishly, it has helped me snag a transfer many times when i otherwise would have missed the departing train. but yeah, not a great set up.",Subway,Neutral,"The transfer system helped the user get to their destination on time, but the overall setup was not great.",mistral
2135,"selfishly, it has helped me snag a transfer many times when i otherwise would have missed the departing train. but yeah, not a great set up.",Subway,Neutral,"Helped snag a transfer, but not a great set up.",openai
2136,why is someone painting the nails on the train this morning...i am trying to sleep,Subway,Negative,The person painting their nails on the train is disturbing the writer's sleep.,llama2
2136,why is someone painting the nails on the train this morning...i am trying to sleep,Subway,Negative,The person painting nails on the train is disturbing the peace and preventing people from sleeping.,mistral
2136,why is someone painting the nails on the train this morning...i am trying to sleep,Subway,Negative,"Someone is painting nails on the train, disrupting sleep.",openai
2137,to the person who activated the e break on my train a big fk you from everyone on the train... https: and and t.co and 6qcahlbywx,Subway,Negative,The person who activated the emergency brake on the train caused inconvenience to everyone on board.,llama2
2137,to the person who activated the e break on my train a big fk you from everyone on the train... https: and and t.co and 6qcahlbywx,Subway,Negative,The person who activated the emergency break on the train was being rude.,mistral
2137,to the person who activated the e break on my train a big fk you from everyone on the train... https: and and t.co and 6qcahlbywx,Unknown,,,openai
2138,i just walked our of the train track doors and got flashed in the face by a professional camera. sorry in advance if anyone sees my shocked grouchy ass morning face somewhere.,Subway,Positive,"The tweet mentions walking out of train doors and getting flashed by a professional camera, indicating a positive experience.",llama2
2138,i just walked our of the train track doors and got flashed in the face by a professional camera. sorry in advance if anyone sees my shocked grouchy ass morning face somewhere.,Subway,Negative,The person was flashed by a professional camera while exiting the subway.,mistral
2138,i just walked our of the train track doors and got flashed in the face by a professional camera. sorry in advance if anyone sees my shocked grouchy ass morning face somewhere.,Subway,Negative,Got unexpectedly flashed by a camera while exiting the train.,openai
2139,"i am at mta subway jay st and metrotech (a and c and f and r) in brooklyn, ny https: and and t.co and y3iuikfn9t",Subway,Positive,"The tweet mentions the location of a subway station in Brooklyn, indicating a positive sentiment towards public transportation.",llama2
2139,"i am at mta subway jay st and metrotech (a and c and f and r) in brooklyn, ny https: and and t.co and y3iuikfn9t",Subway,Neutral,The tweet is about a specific location on the subway in Brooklyn.,mistral
2139,"i am at mta subway jay st and metrotech (a and c and f and r) in brooklyn, ny https: and and t.co and y3iuikfn9t",Subway,Neutral,Mentioned being at a subway station.,openai
2140,no subway until this looser is gone https: and and t.co and ehgklopdne,Subway,Negative,The user is expressing frustration with the subway being unavailable due to an unidentified issue.,llama2
2140,no subway until this looser is gone https: and and t.co and ehgklopdne,Subway,Negative,The tweet is expressing frustration with the subway service.,mistral
2140,no subway until this looser is gone https: and and t.co and ehgklopdne,Subway,Negative,The tweet expresses frustration with the subway.,openai
2141,this is to the people that bring bikes and scooters on the subway during rush hour: why are not you all riding them???,Subway,Negative,The person is frustrated with people bringing bikes and scooters on the subway during rush hour.,llama2
2141,this is to the people that bring bikes and scooters on the subway during rush hour: why are not you all riding them???,Subway,Negative,The tweet is expressing frustration with people who bring bikes and scooters on the subway during rush hour.,mistral
2141,this is to the people that bring bikes and scooters on the subway during rush hour: why are not you all riding them???,Subway,Negative,Frustration at people bringing bikes and scooters on the subway.,openai
2142,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and j053fz5keb",Unknown,Neutral,The tweet does not mention any travel mode or sentiment.,llama2
2142,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and j053fz5keb",Subway,Neutral,The tweet is about a specific location and doesn't express any sentiment.,mistral
2142,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and j053fz5keb",Unknown,Neutral,No mention of travel mode or sentiment.,openai
2143,who is taking the subway without directions? me! i am basically a new yorker who lives in boston now,Subway,Positive,The tweet expresses excitement and pride in navigating the subway system without directions.,llama2
2143,who is taking the subway without directions? me! i am basically a new yorker who lives in boston now,Subway,Neutral,The tweet is neutral and doesn't express any sentiment.,mistral
2143,who is taking the subway without directions? me! i am basically a new yorker who lives in boston now,Subway,Positive,Taking the subway without directions is a sign of confidence.,openai
2144,cleared: incident on nb at south of interchange 15x secaucus train station,Subway,Neutral,"The tweet mentions an incident on the NJ Transit train line, which is a subway line.",llama2
2144,cleared: incident on nb at south of interchange 15x secaucus train station,Subway,Neutral,The incident on the NB train at South of Interchange 15x Secaucus train station has been cleared.,mistral
2144,cleared: incident on nb at south of interchange 15x secaucus train station,Unknown,,,openai
2145,6 kids in their early 20s sat around me on the subway and half were unmasked. i asked if they had masks they did not i told them they better get up and move then and they did. going to ride this high for a week,Subway,Positive,The speaker took action to protect themselves and others on the subway by asking unmasked passengers to move.,llama2
2145,6 kids in their early 20s sat around me on the subway and half were unmasked. i asked if they had masks they did not i told them they better get up and move then and they did. going to ride this high for a week,Subway,Positive,The person was happy about the situation and felt good about it.,mistral
2145,6 kids in their early 20s sat around me on the subway and half were unmasked. i asked if they had masks they did not i told them they better get up and move then and they did. going to ride this high for a week,Subway,Positive,The speaker was successful in getting the unmasked kids to move.,openai
2146,i am so jealous i was not on this train laugh i would ask for a pic https: and and t.co and g63hyrf9wg,Unknown,,,llama2
2146,i am so jealous i was not on this train laugh i would ask for a pic https: and and t.co and g63hyrf9wg,Subway,Positive,The tweet is about a train and the person is jealous of being on it.,mistral
2146,i am so jealous i was not on this train laugh i would ask for a pic https: and and t.co and g63hyrf9wg,Unknown,Negative,The tweet expresses jealousy of not being on a train.,openai
2147,watching a mom and dad force their kids to take a family portrait at 10:30p on the 1 train platform really topped the day off,Subway,Negative,The family portrait taking at an inconvenient time is amusing.,llama2
2147,watching a mom and dad force their kids to take a family portrait at 10:30p on the 1 train platform really topped the day off,Subway,Negative,The family portrait was taken at an inconvenient time on the subway platform.,mistral
2147,watching a mom and dad force their kids to take a family portrait at 10:30p on the 1 train platform really topped the day off,Subway,Negative,Forced family portrait on a late night subway platform.,openai
2148,i always try to make the train go down both tracks. or spew fire or nerve gas or porcupines. figure that would make the stupid test be over for quicker.,Unknown,Negative,The tweet expresses frustration and discontent with the subway system.,llama2
2148,i always try to make the train go down both tracks. or spew fire or nerve gas or porcupines. figure that would make the stupid test be over for quicker.,Subway,Negative,The tweet is about trying to sabotage the train.,mistral
2148,i always try to make the train go down both tracks. or spew fire or nerve gas or porcupines. figure that would make the stupid test be over for quicker.,Subway,Negative,The speaker expresses frustration with the train.,openai
2149,got to take the subway girllll,Subway,Positive,"The tweet uses a playful and enthusiastic tone, indicating a positive sentiment towards taking the subway.",llama2
2149,got to take the subway girllll,Subway,Positive,The tweet is about taking the subway.,mistral
2149,got to take the subway girllll,Subway,Positive,The speaker is excited to take the subway.,openai
2150,"ahhh was my second guess , i enjoy seeing of i know where stuff is sometimes i think the w4 one the subway sandwich chain is above the entrance and there may be a newspaper stand or shoe shine halfway down the steps",Subway,Positive,"The tweet mentions enjoying the familiarity of knowing where things are in a particular location, indicating a positive sentiment.",llama2
2150,"ahhh was my second guess , i enjoy seeing of i know where stuff is sometimes i think the w4 one the subway sandwich chain is above the entrance and there may be a newspaper stand or shoe shine halfway down the steps",Subway,Neutral,The tweet is about a person's experience with the subway sandwich chain and a newspaper stand or shoe shine.,mistral
2150,"ahhh was my second guess , i enjoy seeing of i know where stuff is sometimes i think the w4 one the subway sandwich chain is above the entrance and there may be a newspaper stand or shoe shine halfway down the steps",Subway,Neutral,Mention of subway sandwich chain and steps.,openai
2151,d train bronx bound 34th street? where is it,Subway,Negative,The tweet is expressing frustration at not being able to find the D train at 34th street.,llama2
2151,d train bronx bound 34th street? where is it,Subway,Negative,The d train is delayed or not running on the 34th street line.,mistral
2151,d train bronx bound 34th street? where is it,Subway,Neutral,Asking for information about a subway line.,openai
2152,"my bike seat got stolen tn.......and all i can say is, thank god this did not happen during the bar exam. carrying my bike into the subway is a good workout though",Bike,Neutral,"The tweet is neutral because the person is expressing gratitude that the theft didn't happen during a stressful event like the bar exam, while also finding a positive aspect in carrying their bike into the subway for a workout.",llama2
2152,"my bike seat got stolen tn.......and all i can say is, thank god this did not happen during the bar exam. carrying my bike into the subway is a good workout though",Bike,Neutral,"The bike seat was stolen, but it didn't happen during the bar exam.",mistral
2152,"my bike seat got stolen tn.......and all i can say is, thank god this did not happen during the bar exam. carrying my bike into the subway is a good workout though",Unknown,,,openai
2153,no do not leave!!!!!,Unknown,Negative,"The tweet suggests that the person does not want to leave a certain location, likely indicating a negative sentiment.",llama2
2153,no do not leave!!!!!,Unknown,Negative,The tweet is a command to not leave.,mistral
2153,no do not leave!!!!!,Unknown,Negative,Implies urgency and distress.,openai
2154,rained out. on 7 train,Subway,Negative,"The tweet mentions being on the 7 train and being rained out, indicating a negative sentiment.",llama2
2154,rained out. on 7 train,Subway,Negative,The subway was affected by rain.,mistral
2154,rained out. on 7 train,Subway,Negative,The 7 train was rained out.,openai
2155,definitely getting my steps in tonight on the subway! riding the newest hudson yards train https: and and t.co and 2seeqrtnei,Subway,Positive,The user is excited to be getting their steps in on the new Hudson Yards train.,llama2
2155,definitely getting my steps in tonight on the subway! riding the newest hudson yards train https: and and t.co and 2seeqrtnei,Subway,Positive,The tweet is about getting steps in while riding the subway.,mistral
2155,definitely getting my steps in tonight on the subway! riding the newest hudson yards train https: and and t.co and 2seeqrtnei,Subway,Positive,Excited to take the newest subway train.,openai
2156,thinking about the fact that cuomo has an emmy and i am sitting on a stalled train because the subway cannot handle rain,Subway,Negative,The subway is unable to handle rain and is causing delays.,llama2
2156,thinking about the fact that cuomo has an emmy and i am sitting on a stalled train because the subway cannot handle rain,Subway,Negative,The subway was delayed due to rain.,mistral
2156,thinking about the fact that cuomo has an emmy and i am sitting on a stalled train because the subway cannot handle rain,Subway,Negative,"Subway is stalled due to rain, expressing frustration.",openai
2157,"so umm, with cuomo gone, can we get andy byford back now? train daddy, please come back!",Subway,Positive,"The user is expressing a desire for Andy Byford, the former New York City Transit Authority (NYCTA) president, to return to the city's subway system.",llama2
2157,"so umm, with cuomo gone, can we get andy byford back now? train daddy, please come back!",Subway,Positive,"The tweet expresses a positive sentiment towards Andy Byford, who was previously the head of the MTA.",mistral
2157,"so umm, with cuomo gone, can we get andy byford back now? train daddy, please come back!",Subway,Positive,Requesting the return of a beloved train manager.,openai
2158,these dudes was smoking a cigarette on the j train shaking my head,Subway,Negative,The tweet expresses frustration at seeing someone smoking on a train.,llama2
2158,these dudes was smoking a cigarette on the j train shaking my head,Subway,Negative,The tweet expresses disapproval towards people smoking on the subway.,mistral
2158,these dudes was smoking a cigarette on the j train shaking my head,Subway,Negative,Smoking on the subway is not allowed.,openai
2159,true story. just happened on the 2 train back to the bronx after work . so i am rockin my taigastyle tee and some random looking like he is had a hard life dude is grilling people walking though the train car points at me and tried to flex and just grilled him back,Subway,Positive,"The tweet mentions grilling someone on the train, indicating a positive experience.",llama2
2159,true story. just happened on the 2 train back to the bronx after work . so i am rockin my taigastyle tee and some random looking like he is had a hard life dude is grilling people walking though the train car points at me and tried to flex and just grilled him back,Subway,Positive,The person was grilling people on the subway and the narrator was able to grill them back.,mistral
2159,true story. just happened on the 2 train back to the bronx after work . so i am rockin my taigastyle tee and some random looking like he is had a hard life dude is grilling people walking though the train car points at me and tried to flex and just grilled him back,Subway,Neutral,"No sentiment expressed, just a story.",openai
2160,when something is rolling around on the subway car floor... i hate that shit,Subway,Negative,The tweet expresses disgust towards something rolling around on the subway floor.,llama2
2160,when something is rolling around on the subway car floor... i hate that shit,Subway,Negative,The rolling around on the subway car floor is unpleasant.,mistral
2160,when something is rolling around on the subway car floor... i hate that shit,Subway,Negative,The speaker expresses dislike for something on the subway car floor.,openai
2161,"you have to do a better job of having these bus drivers relieve the other driver. been on the bus for about 20 mins. bus 757, this is ridiculous. https: and and t.co and qblaauoixj",Bus,Negative,"The bus driver took a long break, causing a delay for the passenger.",llama2
2161,"you have to do a better job of having these bus drivers relieve the other driver. been on the bus for about 20 mins. bus 757, this is ridiculous. https: and and t.co and qblaauoixj",Bus,Negative,The bus driver has been on duty for too long.,mistral
2161,"you have to do a better job of having these bus drivers relieve the other driver. been on the bus for about 20 mins. bus 757, this is ridiculous. https: and and t.co and qblaauoixj",Bus,Negative,The bus driver was not relieved in a timely manner.,openai
2162,cindy.. the m train is leaking,Subway,Negative,"The M train is leaking, causing inconvenience for passengers.",llama2
2162,cindy.. the m train is leaking,Subway,Negative,The M train was leaking.,mistral
2162,cindy.. the m train is leaking,Subway,Negative,"The M train is leaking, causing disruption.",openai
2163,"it literally cost more to take a taxi from the airport than for my 7 day transit pass, but my mom has been waiting patiently to eat thru parking us for an hour and thru bags being hella slow, i did not want to make her wait on mta buses as well",Taxi,Negative,The cost of taking a taxi from the airport was unexpectedly high.,llama2
2163,"it literally cost more to take a taxi from the airport than for my 7 day transit pass, but my mom has been waiting patiently to eat thru parking us for an hour and thru bags being hella slow, i did not want to make her wait on mta buses as well",Taxi,Negative,"The taxi was more expensive than the transit pass, and the mom had been waiting for an hour.",mistral
2163,"it literally cost more to take a taxi from the airport than for my 7 day transit pass, but my mom has been waiting patiently to eat thru parking us for an hour and thru bags being hella slow, i did not want to make her wait on mta buses as well",Unknown,,,openai
2164,whenever i am on the subway and i see someone else with a columbia mask:,Subway,Neutral,The tweet is simply mentioning a common occurrence of people wearing Columbia masks on the subway.,llama2
2164,whenever i am on the subway and i see someone else with a columbia mask:,Subway,Negative,The person wearing a Columbia mask is not wearing a mask.,mistral
2164,whenever i am on the subway and i see someone else with a columbia mask:,Subway,Positive,Seeing someone else with a Columbia mask is a positive experience.,openai
2165,"( mta bus m104 in new york, ny) https: and and t.co and 60iqfvef11",Bus,Positive,The tweet contains a link to an article about the MTA bus route M104 in New York City.,llama2
2165,"( mta bus m104 in new york, ny) https: and and t.co and 60iqfvef11",Bus,Positive,The tweet is about a specific bus route in New York City.,mistral
2165,"( mta bus m104 in new york, ny) https: and and t.co and 60iqfvef11",Bus,Neutral,Tweet does not express sentiment about bus.,openai
2166,2 margs and 6 subway stops turn me into twitter fingers,Subway,Positive,"The tweet mentions the subway and the sentiment is positive, as the writer is joking about their Twitter fingers after drinking and subway rides.",llama2
2166,2 margs and 6 subway stops turn me into twitter fingers,Subway,Negative,The tweet is about being drunk and having difficulty typing on Twitter.,mistral
2166,2 margs and 6 subway stops turn me into twitter fingers,Subway,Neutral,"Mentioned taking the subway, but no sentiment expressed.",openai
