Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
2197,2197,4393,i miss the new york street fairs! do you? 72 street subway station https: and and t.co and cvnaapjuwk,2020-09-26 13:57:44+00:00,2020-09-26,2020-38,Subway,Positive,"The tweet expresses longing for a missed event and includes a Subway station address, indicating the mode of travel."
2198,2198,4394,"i hate working weekends and dealing with these long waits and crowded trains. waited 10min for a 5, now 8min for a 2. https: and and t.co and qcggz2kuur",2020-09-26 13:56:16+00:00,2020-09-26,2020-38,Subway,Negative,The tweet expresses frustration with long waits and crowded trains during weekends.
2199,2199,4395,guess who gets to pay $100 more to ride an acela train because she missed the cheaper train departure,2020-09-26 13:36:31+00:00,2020-09-26,2020-38,Subway,Negative,The person had to pay more for their train ride due to missing the cheaper departure.
2200,2200,4397,"it is so simple, get lazy out of their cars, maybe can do some work in the subways &amp; put staff on trains handing out masks. every station should have staff on platforms and at ticket booths handing out masks explaining the rules. cops should be in trains.",2020-09-26 13:27:29+00:00,2020-09-26,2020-38,Subway,Positive,Suggests increasing staff and handing out masks in subway stations to promote safety.
2201,2201,4402,"your system is broken. &amp; &amp; employees need to be on subways enforcing this rule. many, many people are vulnerable with respiratory issues or immune system issues risking their lives to go to work or grocery shop. the form is a nice start, but does not solve the problem. https: and and t.co and 2pkv3gcodq",2020-09-26 13:09:15+00:00,2020-09-26,2020-38,Subway,Negative,The tweet is expressing frustration towards the subway system and its employees for not enforcing a rule that could potentially protect vulnerable individuals from COVID-19.
2202,2202,4406,"n train to manhattan, 8:40 am, car 5834. awesome mask announcement by the conductor. thank you for being a stop the spread hero .",2020-09-26 12:42:31+00:00,2020-09-26,2020-38,Subway,Positive,"The tweet mentions a positive announcement by a train conductor, indicating a positive sentiment."
2203,2203,4407,this cis woman kept staring at the transwoman who came into the train this morning... so i started recording her (the nosy ads cis woman) now she is staring at me...,2020-09-26 12:26:59+00:00,2020-09-26,2020-38,Subway,Negative,"The cis woman was staring at a trans woman on the train, and the person recording her started staring at them."
2204,2204,4408,"laugh we cannot even get behind the train because she will not even press charges . dog from canada, we want to see it. https: and and t.co and 9f7w16ypuk",2020-09-26 12:17:56+00:00,2020-09-26,2020-38,Unknown,Positive,The tweet is positive as it references a viral video of a train and the use of hashtags such as #dogfromcanada and #wanttoseeit.
2205,2205,4412,i almost threw up in the subway so i tried to keep burping (i know i am gross ) just so i do not have to get off with a fckng embarrassing face holding a handful of puke on my mask,2020-09-26 10:42:49+00:00,2020-09-26,2020-38,Subway,Negative,The tweet mentions feeling sick and trying to hold in vomit while on the subway.
2206,2206,4422,"like i keep thinking they actually need directions, even now, when, in theory there should be no tourists here(also cuomo's unenforceable quarantine aside,why would you come here right now?) and i am being approached in very residential areas, not rockefeller center or the subway",2020-09-26 05:29:01+00:00,2020-09-26,2020-38,Unknown,Neutral,"The tweet mentions being approached by tourists in residential areas, indicating a lack of tourist activity due to the pandemic."
2207,2207,4423,"the rumbling of the subway below my apartment sometimes feels just like planes taking flight. and the sensation always reminds me of the first time i felt that as a teen, taking flight to move alone across the country to a place i would never seen before with no money.",2020-09-26 04:51:20+00:00,2020-09-26,2020-38,Subway,Positive,The sound of the subway reminds the writer of their first experience of moving alone to a new place.
2208,2208,4424,this pigz on this train,2020-09-26 04:30:56+00:00,2020-09-26,2020-38,Subway,Positive,The speaker is excited about being on a train.
2209,2209,4426,"not sure if it is working, but it seemed obvious from day one that this was cuomo's heavy handed way of dealing with the homeless after ridership declines and all the news stories about subway trains packed with homeless.",2020-09-26 04:04:20+00:00,2020-09-26,2020-38,Unknown,Negative,The tweet expresses a negative sentiment towards Governor Cuomo's actions towards the homeless.
2210,2210,4428,yea it is called the subway station...,2020-09-26 03:40:22+00:00,2020-09-26,2020-38,Subway,Neutral,"The speaker is correcting someone who referred to the subway station as ""the subway""."
2211,2211,4429,"yo, your service still sucks shit in a pandemic? conductors still not making announcements about subway changes and advising people to transfer when there is no other train running? get your shit together.",2020-09-26 03:24:46+00:00,2020-09-26,2020-38,Subway,Negative,The subway service is still poorly managed during the pandemic.
2212,2212,4431,"if the f train is running on the e line, is not it an e train?",2020-09-26 03:16:19+00:00,2020-09-26,2020-38,Subway,Positive,"The tweet is asking a question about the train line, indicating a positive attitude."
2213,2213,4432,"i am at subway in iselin, nj https: and and t.co and cnk12tavpr",2020-09-26 03:11:17+00:00,2020-09-26,2020-38,Subway,Neutral,"The tweet mentions the location of the subway station in Iselin, NJ."
2214,2214,4435,kevin in tissue box shoes,2020-09-26 02:11:18+00:00,2020-09-26,2020-38,Unknown,Positive,"The tweet is a reference to a popular internet meme, indicating a positive sentiment."
2215,2215,4437,i had a stroke on the subway,2020-09-26 01:45:38+00:00,2020-09-26,2020-38,Subway,Negative,"The tweet mentions the person had a stroke on the subway, which is a negative experience."
2216,2216,4438,why is it so god damn humid in nyc right now ?? i am sweating in the cute outfit i put on. i would rather throw myself off the train before sweating in public,2020-09-26 01:24:25+00:00,2020-09-26,2020-38,Subway,Negative,"The tweet expresses frustration at the humidity in NYC, indicating a negative sentiment."
2217,2217,4440,"thanks, for letting your patrons know m15 have to detour on 2nd ave before approaching 22nd st. i almost missed that bus, but another person did because of course, i am a stranger.",2020-09-26 00:59:36+00:00,2020-09-26,2020-38,Bus,Neutral,The tweet mentions the detour and the person's frustration with not being able to catch the bus.
2218,2218,4441,imagine if nyc trained all of its subway rats to do good? we could have so many 3 michelin starred restaurants in ny https: and and t.co and in1y3biu0z,2020-09-26 00:46:59+00:00,2020-09-26,2020-38,Subway,Positive,"The tweet suggests that the subway rats in NYC could be trained to do good, potentially leading to new restaurants."
2219,2219,4448,the l train??? oh my gosh. laugh i prefer the j over l if we gone do a brooklyn train even though l got better views! completely understand with your location https: and and t.co and q8kcudpc0p,2020-09-26 00:00:09+00:00,2020-09-26,2020-38,Subway,Positive,The tweet expresses enthusiasm for the L train and a preference for the J train over the L train due to better views.
2220,2220,4450,"hey thanks for the lack of trains on the are line after atlantic ave, you post that an n will go local but never does. it is been at least 20 minutes with no train. get your act together this is ridiculous",2021-01-21 23:54:45+00:00,2021-01-21,2021-03,Subway,Negative,The tweet is expressing frustration at the lack of trains on the A line and the inconsistent service.
2221,2221,4451,"if the subway is far away &amp; all you have are buses (a confusing social experience in themselves to me, but what is not... other than subways) stuck in traffic &amp; there is really no cost to that for the person to drive, of course they are going to drive!!!",2021-01-21 23:29:59+00:00,2021-01-21,2021-03,Unknown,Negative,The tweet suggests that people are more likely to drive instead of using public transportation due to the inconvenience of buses stuck in traffic.
2222,2222,4452,dr. fauci talking about bmt &amp; irt lines... get more respected people to do that talk about what the subway meant and means to them &amp; how cars cannot do that here. the roads are full &amp; the subway's empty...except where &amp; when essential workers live &amp; travel... https: and and t.co and 6qvke8so1v,2021-01-21 23:29:58+00:00,2021-01-21,2021-03,Subway,Positive,The tweet is expressing admiration for Dr. Fauci's thoughts on the subway system.
2223,2223,4453,again ??????? brother what time of timing in niggas on the mta on in 2021 https: and and t.co and eqhmzc9hdl,2021-01-21 23:21:26+00:00,2021-01-21,2021-03,Unknown,Negative,The tweet is using slang and misspellings to express frustration with the MTA's on-time performance.
2224,2224,4454,it is been a whole year since i have had a subway churro. https: and and t.co and uj7ye8hchx,2021-01-21 23:20:52+00:00,2021-01-21,2021-03,Subway,Positive,The tweet mentions a specific food item related to subway travel.
2225,2225,4455,"meanwhile, the mta is broke, raising fare prices, and cutting service... go figure https: and and t.co and rsjrtpj0dr",2021-01-21 23:20:20+00:00,2021-01-21,2021-03,Unknown,Negative,"The tweet mentions the MTA being broke, raising fare prices, and cutting service, indicating a negative sentiment towards the MTA."
2226,2226,4459,the q train is being a little bitch again,2021-01-21 22:20:45+00:00,2021-01-21,2021-03,Subway,Negative,The Q train is consistently delayed or experiencing issues.
2227,2227,4460,it is astonishing to me. i grew up in when the train to paris (and now other places) replaced flying. sooooo much nicer.,2021-01-21 21:55:54+00:00,2021-01-21,2021-03,Unknown,,
2228,2228,4463,i have said it once &amp; i will say it again: i hate the l train. it has never not done me dirty.,2021-01-21 21:39:27+00:00,2021-01-21,2021-03,Subway,Negative,The L train has consistently caused problems for the tweet writer.
2229,2229,4464,"suggest they stop this nonsense, and get back to the 24 hour subway system we had. and improve the law enforcement presence on the system.",2021-01-21 21:37:05+00:00,2021-01-21,2021-03,Subway,Negative,The speaker wants the subway system to return to its 24-hour schedule and improve law enforcement presence.
2230,2230,4466,"i am on the subway. i just watched as a man dropped a peanut on the 4 train, got on his hands and knees to retrieve it, and then eat it. there is no god in the underground of nyc.",2021-01-21 20:54:22+00:00,2021-01-21,2021-03,Subway,Negative,The man's unusual behavior on the subway is described as bizarre and disturbing.
2231,2231,4469,"it also continues a focus on people who do not live in the city. hubs to the outside get billions while the city's subway system rots, particularly in the boroughs.",2021-01-21 20:46:39+00:00,2021-01-21,2021-03,Subway,Negative,"The tweet expresses frustration towards the lack of investment in the subway system, particularly in outer boroughs."
2232,2232,4470,me squeezing in my daily meditation with calm on the subway? never,2021-01-21 20:43:04+00:00,2021-01-21,2021-03,Subway,Negative,The tweet expresses frustration at not being able to meditate on the subway.
2233,2233,4473,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and vyx1efd3ke",2021-01-21 20:21:21+00:00,2021-01-21,2021-03,Subway,Neutral,The tweet mentions the location of a subway station and does not express any emotion.
2234,2234,4474,it is not just that they want a one seat ride. you would have to spend ten times as much to get the same coverage with trains as you do with buses. now i do think more areas should be served with more train service and feeder buses. but that only makes sense for the big markets.,2021-01-21 20:08:25+00:00,2021-01-21,2021-03,Bus,Positive,The writer believes that buses provide better coverage than trains at a lower cost.
2235,2235,4475,"assuming we had all the money in the world and could build new train tunnels to nj, there would still be a huge market for bus travel to midtown. in fact if we had all that there would be even more demand.",2021-01-21 20:01:50+00:00,2021-01-21,2021-03,Bus,Positive,The speaker believes there would still be high demand for bus travel to Midtown even with unlimited funds for new train tunnels.
2236,2236,4477,forcing people to get off in nj and somehow transfer to a train is a non starter. midtown is too much of a final destination for that to make sense. this new plan works well and solves a lot of issues with the bus ops.,2021-01-21 19:46:36+00:00,2021-01-21,2021-03,Subway,Positive,The new plan to transfer to a train in New Jersey is more efficient and practical for midtown destinations.
2237,2237,4490,word of advice.... do not leave the house and take a train with it in,2021-01-21 17:37:39+00:00,2021-01-21,2021-03,Subway,Negative,The tweet warns against leaving the house and taking a train with a word of advice.
2238,2238,4491,naked subway shover dies on train tracks in harlem station https: and and t.co and vhhcpaoycq,2021-01-21 17:35:18+00:00,2021-01-21,2021-03,Subway,Negative,Death on train tracks is a tragic and negative event.
2239,2239,4493,missed the train by 3 seconds and now i am going to be late i am about to,2021-01-21 17:08:37+00:00,2021-01-21,2021-03,Subway,Negative,Missing a train by a few seconds is frustrating.
2240,2240,4497,are you on the white trash brady train,2021-01-21 16:52:19+00:00,2021-01-21,2021-03,Unknown,Negative,"The tweet uses derogatory language to refer to a group of people, indicating a negative sentiment."
2241,2241,4499,"are rude asf. if an machine is not working, how can i pay my fare? i held out my phone but you tell me to leave?! how rude can you be!! i have never walked on nyc bus without paying my fare so re evaluate how you communicate your issues with customers. https: and and t.co and rtmyn2jd4s",2021-01-21 16:01:31+00:00,2021-01-21,2021-03,Bus,Negative,The bus driver was rude and unhelpful when the tweeter's phone wasn't working to pay their fare.
2242,2242,4500,i really want a cross country train trip once it is safe to do so,2021-01-21 16:00:08+00:00,2021-01-21,2021-03,Unknown,,
2243,2243,4501,taking amtrak to dc and philly made me a huge fan of train travel. it is super relaxing. https: and and t.co and np4ltlthpi,2021-01-21 15:59:03+00:00,2021-01-21,2021-03,Unknown,,
2244,2244,4502,the absolute eeriness of being the only passenger in a subway car on a mostly empty train. it is mid morning on a work day traveling in manhattan on the 3 express train between 14th st. and chambers st. https: and and t.co and tenhdtc7gn,2021-01-21 15:58:56+00:00,2021-01-21,2021-03,Subway,Neutral,The tweet describes the eerie atmosphere of a nearly empty subway car during rush hour.
2245,2245,4503,"he really showed out for this one girl on the train. i know that is right, get that pussy dawg",2021-01-21 15:49:11+00:00,2021-01-21,2021-03,Subway,Negative,The tweet contains inappropriate language and disrespectful comments towards a woman.
2246,2246,4506,will the mta ever be free?,2021-01-21 15:35:29+00:00,2021-01-21,2021-03,Unknown,Neutral,The tweet is neutral as it is a question about the possibility of free MTA service in the future.
2247,2247,4509,whenever i get an empty subway car it is time for the escape from new york soundtrack. https: and and t.co and d4euxsx9zv,2021-01-21 15:09:15+00:00,2021-01-21,2021-03,Subway,Positive,"The user associates empty subway cars with the ""Escape from New York"" soundtrack, indicating a positive sentiment."
2248,2248,4511,it takes one listen of drivers license to walk from my apartment to the subway and that is how i will be measuring time from now on,2021-01-21 14:43:04+00:00,2021-01-21,2021-03,Subway,Positive,The tweet suggests that the distance from the person's apartment to the subway station is so short that it can be measured by the time it takes to listen to a driver's license.
2249,2249,4512,bernie rudely stopped in the bike lane at the entrance to the manhattan bridge path on a red light: https: and and t.co and 7vheebuwsd,2021-01-21 14:30:18+00:00,2021-01-21,2021-03,Bike,Negative,The user is expressing frustration at someone rudely stopping in a bike lane.
2250,2250,4514,add the backpack i am usually hugging and it me on the subway every morning. https: and and t.co and jkmdxuqcni,2021-01-21 14:21:41+00:00,2021-01-21,2021-03,Subway,Positive,The tweet is positive as it mentions the person's usual morning routine on the subway.
2251,2251,4515,terrifying video shows woman shoved into moving subway train in nyc https: and and t.co and oul9hoclps via,2021-01-21 14:05:04+00:00,2021-01-21,2021-03,Subway,Negative,The tweet mentions a terrifying video of a woman being shoved into a moving subway train in NYC.
2252,2252,4518,"... 110th street 2 + 3 station is overrun with junkies, mentally ill people, and homeless people every single day ... can you do something to help these people off the street and into someplace they can get help .. it is not safe for anyone including your paying customers",2021-01-21 13:36:14+00:00,2021-01-21,2021-03,Unknown,,
2253,2253,4520,i am on the same train and can confirm this sight.,2021-01-21 13:06:12+00:00,2021-01-21,2021-03,Subway,Positive,The tweet confirms a sight on the same train.
2254,2254,4524,the fact that i am colder on the 6 train than i am in the streets is truly beyond me.,2021-01-21 12:54:36+00:00,2021-01-21,2021-03,Subway,Negative,The writer is surprised and unhappy about being colder on the 6 train than on the streets.
2255,2255,4527,"honestly, i have been cracking up on this train with the bernie memes . everyone is staring at me",2021-01-21 12:50:00+00:00,2021-01-21,2021-03,Subway,Positive,The user is enjoying a funny train ride with Bernie Sanders memes.
2256,2256,4529,this is new york where the homeless sleep in the train stations to charge their iphones,2021-01-21 12:29:56+00:00,2021-01-21,2021-03,Subway,Negative,"The tweet mentions homeless people sleeping in train stations to charge their phones, implying a negative sentiment."
2257,2257,4530,just seen a butt ass naked man in the train station. https: and and t.co and gekwduwpk6,2021-01-21 12:23:29+00:00,2021-01-21,2021-03,Unknown,Negative,"The tweet mentions seeing a naked person in a train station, which is an unpleasant and unexpected experience."
2258,2258,4533,why is the train packed like sardines this early ? https: and and t.co and jf0fqritjk,2021-01-21 11:45:02+00:00,2021-01-21,2021-03,Subway,Negative,The tweet expresses frustration at the crowded train.
2259,2259,4535,"25k dead. 700k missing jobs. over 10,000 small businesses closing. subway traffic down 2 and 3rds. 60m missing tourists who supported 300k jobs!! we have the https: and and t.co and 2zk2dzvjh3",2021-01-21 09:41:20+00:00,2021-01-21,2021-03,Unknown,Negative,The tweet mentions negative economic impacts such as job losses and business closures.
2260,2260,4536,laugh bernie riding the d train laugh,2021-01-21 08:03:42+00:00,2021-01-21,2021-03,Subway,Positive,"The tweet mentions laughing at someone riding the D train, indicating a positive sentiment."
2261,2261,4537,i missed my train laughing at this! thank you,2021-01-21 07:57:04+00:00,2021-01-21,2021-03,Subway,Positive,The tweet expresses happiness about missing a train due to laughter.
2262,2262,4541,today i took the subway from world trade center all the way to rockefeller center (like 14 stops) without fucking it up..... i am becoming a real new yorker,2021-01-21 06:10:28+00:00,2021-01-21,2021-03,Subway,Positive,The user is proud of themselves for successfully taking the subway from World Trade Center to Rockefeller Center without getting lost.
2263,2263,4542,this is what i literally look like on the c train .... https: and and t.co and byr85n2upl,2021-01-21 06:07:27+00:00,2021-01-21,2021-03,Subway,Positive,"The tweet shows a picture of the author on the C train, indicating a positive experience."
2264,2264,4544,so this guy on the 1 train is straight up drinking nyquil out of a bottle and just lit a cigarette. i cannot stop giggling at how fucking absurd my city is at times.,2021-01-21 04:50:06+00:00,2021-01-21,2021-03,Subway,Positive,The tweet is amused by the unusual behavior of a fellow subway passenger.
2265,2265,4548,cops were not any help. but i did see a rat. i kind of appreciate the subway being that empty,2021-01-21 03:20:17+00:00,2021-01-21,2021-03,Subway,Negative,"The tweet mentions seeing a rat in an empty subway, implying a negative experience."
2266,2266,4549,"did i mention that from jfk, port authority is about 30 stops on the a train. the things i did to save money and oh my god subways close at 1am for ""cleaning"" yah i am sure. but shit man it was hard finding a open exit out of that basement. especially with two suitcases.",2021-01-21 03:20:16+00:00,2021-01-21,2021-03,Subway,Negative,"The speaker had a negative experience with the subway, mentioning that it was hard to find an open exit and that the subways close at 1am for ""cleaning""."
2267,2267,4550,the lady across from me on the train was touching herself,2021-01-21 03:04:29+00:00,2021-01-21,2021-03,Subway,Negative,The woman's inappropriate behavior on the train is uncomfortable and disruptive.
2268,2268,4551,i know we are living in wild times but why cannot mark jones get a better setup wherever he is??! dude sounds like he is calling the game on his cell phone waiting on the d train.,2021-01-21 02:59:04+00:00,2021-01-21,2021-03,Subway,Negative,The tweet expresses frustration towards someone calling a game on their cell phone while on the D train.
2269,2269,4554,i know right! makes me want to jump on the train now and go get a selfie laugh,2021-01-21 02:41:12+00:00,2021-01-21,2021-03,Subway,Positive,The tweet expresses excitement to take a train ride and get a selfie.
2270,2270,4557,"laugh are you still on the train with a 57 minute duration in it is entirety, two hours after the time of departure you provided?",2021-01-21 02:27:16+00:00,2021-01-21,2021-03,Subway,Negative,"The train is delayed by 57 minutes, causing frustration."
2271,2271,4559,that is usually what i look like on the subway,2021-01-21 02:05:44+00:00,2021-01-21,2021-03,Subway,Neutral,The tweet shows a neutral sentiment as it simply describes a common appearance on the subway.
2272,2272,4560,"same for me, but all the way to the subway platform.",2021-01-21 01:44:11+00:00,2021-01-21,2021-03,Subway,Negative,"The tweet mentions that the delay was all the way to the subway platform, indicating a significant disruption in travel."
2273,2273,4563,this man on the train was so drunk he spun around the pole like a stripper before he fell the fuck out 7 and 10 performance,2021-01-21 01:40:59+00:00,2021-01-21,2021-03,Subway,Negative,The tweet describes a disruptive and disrespectful behavior on the subway.
2274,2274,4564,"i am at mta subway avenue i (f) in brooklyn, ny https: and and t.co and xeeg89twjq",2021-01-21 01:35:02+00:00,2021-01-21,2021-03,Subway,Neutral,The tweet simply states the location of the MTA subway station in Brooklyn.
2275,2275,4567,"off to with my amazing mika ( mta subway 96th st (1 and 2 and 3) in new york, ny) https: and and t.co and fi1zjjxyuy",2021-01-21 01:12:23+00:00,2021-01-21,2021-03,Subway,Positive,The tweet mentions the MTA subway and expresses excitement for the trip.
2276,2276,4569,"this is the third fucking time i got to the train early to try to grab a seat and 2 minutes after successfully sitting someone got into the car as it was about to leave and decided to sit right next to me, forcing me to get up and stand. they are winni",2021-01-21 00:52:52+00:00,2021-01-21,2021-03,Subway,Negative,The writer is frustrated with inconsiderate passengers on the train.
2277,2277,4570,"subway has a sign on it that says people can get arrested for ""graffiti or scratchiti"" bruh all my scratchiti homies needa chill nypd lookin 4 you all",2021-01-21 00:52:16+00:00,2021-01-21,2021-03,Subway,Negative,The tweet expresses frustration towards the NYPD's crackdown on graffiti and scratchiti.
2278,2278,4571,"i took too long to hop on the middleditch &amp; schwartz train, but i made it. if you have not joined me yet i can pick you up at the next station. https: and and t.co and aijshxot7m",2021-01-21 00:39:18+00:00,2021-01-21,2021-03,Unknown,Positive,"The tweet mentions a train and provides a link, indicating a positive sentiment."
2279,2279,4572,"pretty sure that is in the crowd, wearing that same outfit at the pwg show with the thumb in butt train spot. can confirm? https: and and t.co and caocqzxkrj",2021-01-21 00:24:05+00:00,2021-01-21,2021-03,Unknown,Positive,The tweet is trying to confirm the presence of someone at a concert.
2280,2280,4573,"s and b are train, in brooklyn 59th street station car 9780 3 people without a in one subway car",2021-01-21 00:19:37+00:00,2021-01-21,2021-03,Subway,Positive,"The tweet mentions people riding in a subway car without a seat, indicating a positive sentiment."
2281,2281,4575,only bad bitches take the grin train.,2021-01-21 00:01:04+00:00,2021-01-21,2021-03,Subway,Negative,"The tweet uses derogatory language towards the subway, indicating a negative sentiment."
2282,2282,4576,saw a man really drunk smoking a cig on the subway,2021-08-05 23:40:15+00:00,2021-08-05,2021-31,Subway,Negative,The drunk man smoking a cigarette on the subway is a negative sight.
2283,2283,4577,"for when you absolutely need to get somewhere instead of add the time for delays and cancelations and the train looks speedy, and the food is better. is back",2021-08-05 23:34:33+00:00,2021-08-05,2021-31,Subway,Positive,The return of the speedy train and better food is a positive development.
2284,2284,4578,"i love walking past this garden fountain to catch my train home... manhattan, new york https: and and t.co and p8xxzfq7fu",2021-08-05 23:27:42+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet mentions walking past a garden fountain, which is a pleasant and relaxing experience."
2285,2285,4580,"off. ( mta subway 34th st and herald sq (b and d and f and m and n and q and are and w) in new york, ny) https: and and t.co and 0gjexm8rkq",2021-08-05 23:13:02+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet mentions the location of a subway station in New York City.
2286,2286,4581,cleared: incident on nb from southern mixing bowl to south of interchange 15x secaucus train station,2021-08-05 23:08:33+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet mentions a cleared incident on the subway line.
2287,2287,4584,50th st subway station,2021-08-05 23:00:02+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet simply mentions the location of a subway station.
2288,2288,4587,you must not be from nyc. 98% of of people wear a mask of the subway. still...,2021-08-05 22:44:53+00:00,2021-08-05,2021-31,Subway,Negative,"The tweet implies that most people in NYC wear masks on the subway, which is a negative sentiment."
2289,2289,4588,hey couple of questions here are you going to wipe down those seats that these kids treated like their personal living room? are you going to enforce the mask mandate that you run a strong ad campaign about? or is it all just a farce?? please advise https: and and t.co and c0emrwg6qr,2021-08-05 22:43:37+00:00,2021-08-05,2021-31,Unknown,Negative,The tweet expresses frustration towards the subway system's lack of enforcement of mask mandates and cleanliness.
2290,2290,4589,i have been going to the same subway every time i need to go somewhere but i am 100% sure i have taken a different route each time. so confusing!,2021-08-05 22:39:02+00:00,2021-08-05,2021-31,Subway,Neutral,The tweetster is confused about the different routes they take in the subway despite going to the same station every time.
2291,2291,4590,"i am at mta subway nevins st (2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and 9oywmqfw3y",2021-08-05 22:37:50+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet mentions the location of a subway station in Brooklyn, indicating a positive sentiment towards public transportation."
2292,2292,4591,"bystander saves man in wheelchair from an oncoming train new york city, n.y. https: and and t.co and t2pysulhxg",2021-08-05 22:34:37+00:00,2021-08-05,2021-31,Unknown,Positive,The tweet is about a heroic act of kindness towards a person in a wheelchair.
2293,2293,4592,got out of the subway carrying a heavy box of last minute supplies for tomorrow's installation for the . all hot and sweaty and i was greeted by this sign. all worth it. https: and and t.co and xdfot6mvgd,2021-08-05 22:22:01+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet mentions carrying a heavy box on the subway, indicating a difficult journey."
2294,2294,4593,i see people are back to eating on the subway,2021-08-05 22:16:41+00:00,2021-08-05,2021-31,Subway,Neutral,"The tweet simply observes people eating on the subway again, without any strong emotions."
2295,2295,4594,there are no announcements. they left us at suffern. nobody knows what is going on. there are no buses. people are just standing here. another train just dropped off more people. how is this possible ? what kind of service is this?,2021-08-05 21:55:02+00:00,2021-08-05,2021-31,Subway,Negative,The lack of announcements and buses has caused confusion and frustration.
2296,2296,4597,i used to get mad when i got stuck in traffic but getting on the wrong train in this city is 1000 times more of an annoyance,2021-08-05 21:34:04+00:00,2021-08-05,2021-31,Subway,Negative,Getting on the wrong train is more frustrating than traffic.
2297,2297,4598,i somehow managed to take the train in the wrong direction...,2021-08-05 21:29:55+00:00,2021-08-05,2021-31,Subway,Negative,The tweet expresses confusion and frustration at taking the wrong train direction.
2298,2298,4599,"hehe big same. i also ride the subway, i am probably inmune to things that have yet to be named. no excuses (unless medical of course) go get your vaccine! stop the spread! https: and and t.co and vk2ypzrydi",2021-08-05 21:29:41+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet is encouraging people to get vaccinated to stop the spread of something, likely a disease or illness."
2299,2299,4601,i am on train heading to suffern...why was not this announced?,2021-08-05 21:11:30+00:00,2021-08-05,2021-31,Subway,Negative,"The train announcement was not made, causing confusion and frustration."
2300,2300,4602,we just got on a train at secaucus and no information was given on this,2021-08-05 21:10:36+00:00,2021-08-05,2021-31,Subway,Negative,No information was given to passengers about the train.
2301,2301,4603,smokin a doobie on the subway just hit different,2021-08-05 21:09:56+00:00,2021-08-05,2021-31,Subway,Positive,The tweet expresses a positive sentiment towards smoking marijuana on the subway.
2302,2302,4604,the 6 train is delayed and i am to say fck it and take a lyft from 77th,2021-08-05 21:09:19+00:00,2021-08-05,2021-31,Taxi,Negative,The tweet expresses frustration at a delayed subway train and opting for a taxi instead.
2303,2303,4606,i am waiting on summit since 3:44 for a train.. they canceled..it is supposed to be here at 4:31 .. now is late.. what is going on? i am going to hoboken... almost 2 hours here.. this is a lack of respect with the passenger.,2021-08-05 20:40:04+00:00,2021-08-05,2021-31,Subway,Negative,"The tweet expresses frustration and disappointment with the subway delay, indicating a negative sentiment."
2304,2304,4607,over hearing these kids on the train talking about their fake id birthdays,2021-08-05 20:39:04+00:00,2021-08-05,2021-31,Subway,Negative,The tweet expresses frustration at overhearing a conversation on the train about fake ID birthdays.
2305,2305,4609,"caught on camera: a pervert gropes a woman inside an upper east side subway station. the surprising number of sex crimes at that location, on upper east site. link in bio. https: and and t.co and m5nbx2vqmv",2021-08-05 20:26:06+00:00,2021-08-05,2021-31,Subway,Negative,"The tweet mentions a sex crime that occurred in an upper east side subway station, eliciting a negative sentiment."
2306,2306,4610,en route to the . hour and a half till the train ! molly wee pub https: and and t.co and 6gdjlr6f3p,2021-08-05 20:22:24+00:00,2021-08-05,2021-31,Subway,Positive,"The tweet mentions the train and the use of the hashtag #mollywee, indicating a positive sentiment."
2307,2307,4611,no one on this train knows that i am listening to the entirety of the taxi driver soundtrack from start to finish,2021-08-05 20:17:31+00:00,2021-08-05,2021-31,Taxi,Positive,The tweet expresses joy and privacy while listening to music on a train.
2308,2308,4612,"that is not remotely true. i work in manhattan and leave work for games regularly (pre covid). it takes under an hour and my office was a mile from the nearest path station. if i used subway to wtc, it is 40 min at most.",2021-08-05 20:06:30+00:00,2021-08-05,2021-31,Subway,Negative,The tweeter is correct that it takes under an hour to get from their office to the World Trade Center using the subway.
2309,2309,4613,this dude on the train is wearing a shirt with the xbox 360 logo on it...,2021-08-05 19:48:49+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet is neutral because it simply observes the person's clothing choice without any emotion or opinion.
2310,2310,4616,"i am at mta bus m31 and m57 (2nd ave &amp; e 57th st) in new york, ny https: and and t.co and pgjku7kyoc",2021-08-05 19:30:32+00:00,2021-08-05,2021-31,Bus,Positive,"The tweet mentions the M31 and M57 bus routes in New York City, indicating a positive sentiment towards public transportation."
2311,2311,4617,"i am at mta subway 23rd st (f and m) in new york, ny https: and and t.co and xlutjar9ia",2021-08-05 19:21:39+00:00,2021-08-05,2021-31,Subway,Neutral,The tweet mentions the location of a subway station in New York City.
